         radius            M_x        M_theta     A_expected       A_actual
 0.200000000000 0.461295321635 0.202609587022 0.984020145210 0.984020170966
 0.206250000000 0.461905117352 0.205460681786 0.984272446759 0.984272313911
 0.212500000000 0.462510384220 0.207476968308 0.984523157974 0.984522872047
 0.218750000000 0.463111116304 0.208655115790 0.984770446290 0.984770017541
 0.225000000000 0.463707307713 0.209009741798 0.985012600607 0.985012043410
 0.231250000000 0.464298952604 0.208572752385 0.985248080559 0.985247412572
 0.237500000000 0.464886045174 0.207392044392 0.985475555898 0.985474797090
 0.243750000000 0.465468579667 0.205529717881 0.985693934337 0.985693105970
 0.250000000000 0.466046550373 0.203059974766 0.985902377297 0.985901500952
 0.256250000000 0.466619951623 0.200066885877 0.986100304021 0.986099400732
 0.262500000000 0.467188777796 0.196642194338 0.986287385347 0.986286474896
 0.268750000000 0.467753023315 0.192883292024 0.986463529035 0.986462629433
 0.275000000000 0.468312682648 0.188891462844 0.986628858834 0.986627985990
 0.281250000000 0.468867750306 0.184770436806 0.986783689531 0.986782857097
 0.287500000000 0.469418220849 0.180625246729 0.986928500075 0.986927719436
 0.293750000000 0.469964088878 0.176561328859 0.987063906551 0.987063186940
 0.300000000000 0.470505349042 0.172683763285 0.987190636431 0.987189985117
 0.306250000000 0.471041996034 0.169096514414 0.987309505094 0.987308927635
 0.312500000000 0.471574024591 0.165901512297 0.987421395267 0.987420895777
 0.318750000000 0.472101429499 0.163197420925 0.987527239667 0.987526821083
 0.325000000000 0.472624205585 0.161077979056 0.987628006869 0.987627671212
 0.331250000000 0.473142347724 0.159629878501 0.987724690226 0.987724438824
 0.337500000000 0.473655850835 0.158930259945 0.987818299485 0.987818133161
 0.343750000000 0.474164709884 0.159044036262 0.987909854652 0.987909773867
 0.350000000000 0.474668919883 0.160021360444 0.988000381596 0.988000386550
 0.356250000000 0.475168475886 0.161895595231 0.988090908823 0.988090999500
 0.362500000000 0.475663372996 0.164682084680 0.988182464843 0.988182641013
 0.368750000000 0.476153606361 0.168377879327 0.988276075538 0.988276336707
 0.375000000000 0.476639171174 0.172962371028 0.988372760938 0.988373106248
 0.381250000000 0.477120062675 0.178398617107 0.988473530821 0.988473958906
 0.387500000000 0.477596276148 0.184635031990 0.988579378581 0.988579887379
 0.393750000000 0.478067806924 0.191607119199 0.988691272849 0.988691859373
 0.400000000000 0.478534650380 0.199238991415 0.988810146402 0.988810806489
 0.406250000000 0.478996801938 0.207444543437 0.988936882044 0.988937610083
 0.412500000000 0.479454257068 0.216128263519 0.989072295246 0.989073083907
 0.418750000000 0.479907011284 0.225185766562 0.989217113585 0.989217953576
 0.425000000000 0.480355060148 0.234504197027 0.989371953268 0.989372833142
 0.431250000000 0.480798399265 0.243962680342 0.989537293383 0.989538199433
 0.437500000000 0.481237024290 0.253433004407 0.989713448879 0.989714365145
 0.443750000000 0.481670930921 0.262780693347 0.989900543690 0.989901452121
 0.450000000000 0.482100114904 0.271866598727 0.990098485788 0.990099366578
 0.456250000000 0.482524572032 0.280549082115 0.990306946250 0.990307778362
 0.462500000000 0.482944298143 0.288686800215 0.990525344594 0.990526106467
 0.468750000000 0.483359289121 0.296142033538 0.990752842551 0.990753512973
 0.475000000000 0.483769540897 0.302784427232 0.990988348189 0.990988907267
 0.481250000000 0.484175049449 0.308494945862 0.991230531662 0.991230961844
 0.487500000000 0.484575810802 0.313169791345 0.991477853059 0.991478140102
 0.493750000000 0.484971821025 0.316724003672 0.991728601797 0.991728735596
 0.500000000000 0.485363076236 0.319094464332 0.991980945900 0.991980921095
 0.506250000000 0.485749572600 0.320242055388 0.992232988507 0.992232804799
 0.512500000000 0.486131306325 0.320152791010 0.992482828186 0.992482490326
 0.518750000000 0.486508273670 0.318837825389 0.992728619175 0.992728136630
 0.525000000000 0.486880470939 0.316332339975 0.992968627711 0.992968014041
 0.531250000000 0.487247894482 0.312693410078 0.993201280987 0.993200552998
 0.537500000000 0.487610540697 0.307997033058 0.993425206102 0.993424382865
 0.543750000000 0.487968406028 0.302334557647 0.993639257331 0.993638359151
 0.550000000000 0.488321486966 0.295808781089 0.993842531167 0.993841578596
 0.556250000000 0.488669780050 0.288529977870 0.994034369584 0.994033382546
 0.562500000000 0.489013281865 0.280612095222 0.994214352824 0.994213349896
 0.568750000000 0.489351989042 0.272169303998 0.994382283589 0.994381281469
 0.575000000000 0.489685898260 0.263313037583 0.994538164820 0.994537177988
 0.581250000000 0.490015006247 0.254149594338 0.994682173324 0.994681213869
 0.587500000000 0.490339309775 0.244778327334 0.994814631319 0.994813708923
 0.593750000000 0.490658805664 0.235290402866 0.994935977702 0.994935099740
 0.600000000000 0.490973490781 0.225768078510 0.995046740472 0.995045912198
 0.606250000000 0.491283362042 0.216284432245 0.995147511320 0.995146736107
 0.612500000000 0.491588416408 0.206903465206 0.995238923072 0.995238202680
 0.618750000000 0.491888650889 0.197680499768 0.995321630304 0.995320965154
 0.625000000000 0.492184062540 0.188662799794 0.995396293238 0.995395682678
 0.631250000000 0.492474648465 0.179890348567 0.995463564788 0.995463007335
 0.637500000000 0.492760405814 0.171396730556 0.995524080543 0.995523574101
 0.643750000000 0.493041331787 0.163210074029 0.995578451346 0.995577993397
 0.650000000000 0.493317423629 0.155354021648 0.995627258143 0.995626845901
 0.656250000000 0.493588678633 0.147848704725 0.995671048727 0.995670679269
 0.662500000000 0.493855094138 0.140711703163 0.995710336044 0.995710006413
 0.668750000000 0.494116667534 0.133958976841 0.995745597745 0.995745305034
 0.675000000000 0.494373396255 0.127605754864 0.995777276725 0.995777018134
 0.681250000000 0.494625277784 0.121667366334 0.995805782389 0.995805555271
 0.687500000000 0.494872309652 0.116159989846 0.995831492473 0.995831294370
 0.693750000000 0.495114489437 0.111101288838 0.995854755253 0.995854583910
 0.700000000000 0.495351814763 0.106510887235 0.995875892010 0.995875745394
 0.706250000000 0.495584283305 0.102410626732 0.995895199661 0.995895075967
 0.712500000000 0.495811892783 0.098824538241 0.995912953485 0.995912851140
 0.718750000000 0.496034640964 0.095778462388 0.995929409888 0.995929327548
 0.725000000000 0.496252525666 0.093299276188 0.995944809166 0.995944745717
 0.731250000000 0.496465544752 0.091413732178 0.995959378255 0.995959332811
 0.737500000000 0.496673696133 0.090146992523 0.995973333455 0.995973305352
 0.743750000000 0.496876977768 0.089521030580 0.995986883112 0.995986871909
 0.750000000000 0.497075387665 0.089553147842 0.996000230282 0.996000235757
 0.756250000000 0.497268923878 0.090254878998 0.996013575361 0.996013597512
 0.762500000000 0.497457584509 0.091631506817 0.996027118715 0.996027157756
 0.768750000000 0.497641367709 0.093682285711 0.996041063299 0.996041119666
 0.775000000000 0.497820271676 0.096401316594 0.996055617295 0.996055691643
 0.781250000000 0.497994294655 0.099778881260 0.996070996765 0.996071089973
 0.787500000000 0.498163434941 0.103802975200 0.996087428337 0.996087541511
 0.793750000000 0.498327690874 0.108460784462 0.996105151918 0.996105286393
 0.800000000000 0.498487060845 0.113739914798 0.996124423440 0.996124580780
 0.806250000000 0.498641543291 0.119629265723 0.996145517618 0.996145699615
 0.812500000000 0.498791136697 0.126119518745 0.996168730702 0.996168939378
 0.818750000000 0.498935839597 0.133203262218 0.996194383198 0.996194620790
 0.825000000000 0.499075650571 0.140874802537 0.996222822479 0.996223091430
 0.831250000000 0.499210568250 0.149129718431 0.996254425243 0.996254728179
 0.837500000000 0.499340591309 0.157964209660 0.996289599705 0.996289939403
 0.843750000000 0.499465718475 0.167374280577 0.996328787394 0.996329166734
 0.850000000000 0.499585948521 0.177354787485 0.996372464404 0.996372886311
 0.856250000000 0.499701280267 0.187898369275 0.996421141906 0.996421609265
 0.862500000000 0.499811712582 0.198994274782 0.996475365671 0.996475881225
 0.868750000000 0.499917244385 0.210627098072 0.996535714347 0.996536280565
 0.875000000000 0.500017874641 0.222775434508 0.996602796165 0.996603415086
 0.881250000000 0.500113602362 0.235410475846 0.996677243750 0.996677916787
 0.887500000000 0.500204426610 0.248494571605 0.996759706650 0.996760434382
 0.893750000000 0.500290346495 0.261979796169 0.996850841271 0.996851623189
 0.900000000000 0.500371361173 0.275806576161 0.996951297861 0.996952132106
 0.906250000000 0.500447469852 0.289902449705 0.997061704338 0.997062587427
 0.912500000000 0.500518671785 0.304181047030 0.997182646830 0.997183573390
 0.918750000000 0.500584966273 0.318541398594 0.997314647033 0.997315609556
 0.925000000000 0.500646352667 0.332867690048 0.997458136702 0.997459125366
 0.931250000000 0.500702830364 0.347029589662 0.997613429964 0.997614432530
 0.937500000000 0.500754398811 0.360883269840 0.997780694456 0.997781696292
 0.943750000000 0.500801057502 0.374273226454 0.997959922742 0.997960906991
 0.950000000000 0.500842805981 0.387034965082 0.998150905763 0.998151853690
 0.956250000000 0.500879643837 0.398998570636 0.998353210447 0.998354101977
 0.962500000000 0.500911570709 0.409993107428 0.998566163697 0.998566978126
 0.968750000000 0.500938586284 0.419851714934 0.998788844938 0.998789561819
 0.975000000000 0.500960690298 0.428417178377 0.999020089133 0.999020689256
 0.981250000000 0.500977882534 0.435547673749 0.999258501521 0.999258967941
 0.987500000000 0.500990162822 0.441122326746 0.999502484566 0.999502803577
 0.993750000000 0.500997531044 0.445046196629 0.999750276527 0.999750438501
 1.000000000000 0.500999987125 0.447254308169 1.000000000000 1.000000000000
